team1,team2,venue,team1_avg_elo,team2_avg_elo,team1_avg_form,team2_avg_form,team2_batsmen_avg_elo,team2_batsmen_avg_form,team1_last_5_wins,team2_last_5_wins,team1_vs_team2_matches,team1_vs_team2_wins,team2_vs_team1_wins,head_to_head_wins,head_to_head_losses,team1_won
Sunrisers Hyderabad,Chennai Super Kings,Sharjah Cricket Stadium,1599.1818181818182,1622.1818181818182,0.203008732253366,0.195545414784243,1585.6666666666667,0.1789379040771248,2.0,3.0,21,6,15,10,21,0
Kings XI Punjab,Royal Challengers Bangalore,Dubai International Cricket Stadium,1622.090909090909,1618.5454545454545,0.2106517271608131,0.1771433410635989,1608.0,0.1350437736947908,5.0,3.0,26,14,12,17,16,1
Kolkata Knight Riders,Rajasthan Royals,Sheikh Zayed Stadium,1623.0,1628.2727272727273,0.1900421883714361,0.1936886147217623,1589.0,0.1613514784848547,2.0,2.0,28,14,14,14,14,0
Mumbai Indians,Sunrisers Hyderabad,Dubai International Cricket Stadium,1601.5454545454545,1607.3636363636365,0.2017492431352754,0.1664974050800589,1543.2,0.1043098188445865,1.0,1.0,23,13,10,19,14,0
Chennai Super Kings,Kolkata Knight Riders,JSCA International Stadium Complex,1637.7777777777778,1646.3636363636365,0.2038250169995071,0.1905066315900933,1603.75,0.1730083078779054,4.0,2.0,29,19,10,19,10,1
Mumbai Indians,Kings XI Punjab,Wankhede Stadium,1618.5454545454545,1595.090909090909,0.1771433410635989,0.1707263660295837,1543.2,0.1043098188445865,0.0,5.0,26,14,12,17,15,1
Delhi Capitals,Rajasthan Royals,Arun Jaitley Stadium,1574.7272727272727,1608.1,0.1921286006499892,0.1905369130833386,1622.3333333333333,0.1662057980373973,2.0,3.0,18,7,11,14,15,0
Royal Challengers Bangalore,Sunrisers Hyderabad,M Chinnaswamy Stadium,1602.5454545454545,1621.4545454545455,0.1966856467818118,0.2186793268075386,1626.5,0.1921278629504868,2.0,2.0,22,10,12,16,19,1
Rajasthan Royals,Kolkata Knight Riders,Narendra Modi Stadium,1621.4545454545455,1651.7272727272727,0.1757798439062759,0.1838655649912055,1608.4,0.1582896748737528,3.0,1.0,28,14,14,14,14,1
Delhi Capitals,Chennai Super Kings,Arun Jaitley Stadium,1591.0,1637.7777777777778,0.1790081690906531,0.2038250169995071,1602.5,0.1892632537079098,2.0,5.0,18,6,12,11,19,0
Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,1589.0,1621.4545454545455,0.1567136447803466,0.2186793268075386,1626.5,0.1921278629504868,1.0,2.0,32,18,14,19,14,1
Kings XI Punjab,Chennai Super Kings,Barabati Stadium,1599.5,1622.1818181818182,0.1804904708277343,0.195545414784243,1585.6666666666667,0.1789379040771248,4.0,5.0,23,9,14,14,16,1
Delhi Capitals,Kolkata Knight Riders,Arun Jaitley Stadium,1591.909090909091,1649.3333333333333,0.1806408856446834,0.1960212508538231,1603.75,0.1730083078779054,1.0,1.0,21,8,13,15,18,0
Rajasthan Royals,Sunrisers Hyderabad,Narendra Modi Stadium,1609.8181818181818,1611.7272727272727,0.2066211037682807,0.1892209936996066,1628.75,0.1686697984936197,4.0,2.0,20,9,11,16,13,0
Royal Challengers Bangalore,Kings XI Punjab,M Chinnaswamy Stadium,1615.8181818181818,1631.090909090909,0.1809822886712325,0.2099648655029374,1624.0,0.1750323795063224,1.0,4.0,26,12,14,16,17,0
Delhi Capitals,Sunrisers Hyderabad,Arun Jaitley Stadium,1605.0,1609.2,0.1815724393637155,0.2009372145321609,1566.5,0.17871139473674,1.0,3.0,12,4,8,18,17,0
Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1614.7272727272727,1600.2727272727273,0.1858771509048444,0.1901147390501617,1585.6666666666667,0.1789379040771248,2.0,4.0,37,20,17,20,17,0
Kings XI Punjab,Kolkata Knight Riders,Barabati Stadium,1612.3636363636365,1615.6666666666667,0.1815868700588893,0.1939047059240827,1590.25,0.1508495867737972,4.0,1.0,27,9,18,12,21,0
Royal Challengers Bangalore,Rajasthan Royals,M Chinnaswamy Stadium,1622.6363636363635,1620.7272727272727,0.1997669145955049,0.1804649714943762,1628.75,0.1686697984936197,1.0,4.0,29,15,12,15,14,0
Sunrisers Hyderabad,Mumbai Indians,Rajiv Gandhi International Stadium,1609.8181818181818,1624.2,0.2066211037682807,0.20293348836689,1583.0,0.1737752342557873,3.0,2.0,23,10,13,14,19,0
Chennai Super Kings,Rajasthan Royals,JSCA International Stadium Complex,1591.6363636363635,1614.4545454545455,0.1753848153377143,0.1916168102536612,1611.6666666666667,0.1816917012835405,4.0,4.0,29,16,13,16,13,1
Royal Challengers Bangalore,Delhi Capitals,M Chinnaswamy Stadium,1642.1,1592.6363636363635,0.2054510519223863,0.1873408408170525,1551.0,0.161354133132492,1.0,1.0,21,14,6,19,11,1
Sunrisers Hyderabad,Kings XI Punjab,Rajiv Gandhi International Stadium,1609.2,1604.4545454545455,0.2009372145321609,0.1765424958352395,1607.2,0.147934477235335,3.0,3.0,16,11,5,19,14,0
Kolkata Knight Riders,Mumbai Indians,Barabati Stadium,1620.909090909091,1617.8,0.1891161422944872,0.1861436211001562,1590.25,0.1508495867737972,2.0,3.0,34,11,23,11,23,1
Rajasthan Royals,Delhi Capitals,Narendra Modi Stadium,1604.8,1577.3636363636365,0.1863781971099531,0.1698363524784297,1541.7142857142858,0.1434327561462234,3.0,0.0,18,11,7,15,14,1
Chennai Super Kings,Royal Challengers Bangalore,JSCA International Stadium Complex,1592.2222222222222,1643.909090909091,0.1932786154414475,0.2033251948343529,1624.0,0.1750323795063224,4.0,2.0,30,20,10,21,11,0
Sunrisers Hyderabad,Kolkata Knight Riders,Rajiv Gandhi International Stadium,1601.5454545454545,1617.8,0.2017492431352754,0.1861436211001562,1590.25,0.1508495867737972,2.0,3.0,28,9,19,11,26,0
Delhi Capitals,Kings XI Punjab,Arun Jaitley Stadium,1576.6363636363635,1592.7272727272727,0.184504190239845,0.1796740177077695,1607.2,0.147934477235335,0.0,3.0,22,9,13,16,17,0
Rajasthan Royals,Mumbai Indians,Narendra Modi Stadium,1625.7777777777778,1576.4545454545455,0.2275499571872904,0.1787504612612666,1599.25,0.1394867129427587,3.0,3.0,29,14,15,14,15,0
Kolkata Knight Riders,Chennai Super Kings,Eden Gardens,1638.8,1619.375,0.2067794421751989,0.2016861906107208,1578.0,0.1679944014126821,4.0,3.0,29,10,19,10,19,1
Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1643.909090909091,1574.2727272727273,0.2033251948343529,0.1746549280756167,1544.4,0.1618309751991622,2.0,2.0,22,12,10,19,16,1
Kings XI Punjab,Mumbai Indians,Punjab Cricket Association Stadium,1585.1818181818182,1615.4,0.1854038219411801,0.2159164352648987,1653.5,0.2115162863893286,4.0,3.0,26,12,14,15,17,0
Kolkata Knight Riders,Royal Challengers Bangalore,Eden Gardens,1637.7,1611.0,0.1884408907662405,0.2062480122662876,1599.0,0.1732670501959119,5.0,2.0,32,18,14,20,14,1
Chennai Super Kings,Sunrisers Hyderabad,JSCA International Stadium Complex,1603.3,1574.2727272727273,0.2027402479846359,0.1746549280756167,1544.4,0.1618309751991622,2.0,2.0,21,15,6,21,10,0
Mumbai Indians,Delhi Capitals,Wankhede Stadium,1622.7272727272727,1582.1818181818182,0.2012033090933704,0.186438744292313,1541.0,0.1516742367219698,3.0,0.0,22,11,11,19,16,1
Kings XI Punjab,Rajasthan Royals,Punjab Cricket Association Stadium,1591.2727272727273,1612.1818181818182,0.1992062265205282,0.175714143608452,1611.0,0.1663058310316138,3.0,2.0,21,9,12,12,16,1
Royal Challengers Bangalore,Chennai Super Kings,M Chinnaswamy Stadium,1604.7272727272727,1623.6666666666667,0.1842399529876443,0.2136183373116857,1625.0,0.2027682310546632,2.0,2.0,30,10,20,11,21,0
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,1582.5454545454545,1641.6363636363635,0.1757331883740125,0.1884053577214527,1608.4,0.1582896748737528,5.0,2.0,28,19,9,26,11,1
Kings XI Punjab,Delhi Capitals,Punjab Cricket Association Stadium,1601.2727272727273,1599.8,0.1760871182870077,0.1935678523322381,1590.5,0.1527109173255162,3.0,0.0,22,13,9,17,16,1
Mumbai Indians,Rajasthan Royals,Wankhede Stadium,1612.625,1620.7272727272727,0.2035453602892762,0.1935269812166864,1640.4,0.1794015654255547,4.0,2.0,29,15,14,15,14,1
Kings XI Punjab,Kolkata Knight Riders,Eden Gardens,1623.5454545454545,1606.5454545454545,0.1863169307522852,0.1876824763815446,1607.2,0.147934477235335,4.0,5.0,27,9,18,12,21,0
Chennai Super Kings,Mumbai Indians,Brabourne Stadium,1625.5454545454545,1639.7,0.1922880784033342,0.2047866393371787,1605.4,0.1914880629847341,2.0,4.0,37,17,20,17,20,1
Chennai Super Kings,Kings XI Punjab,Wankhede Stadium,1608.1818181818182,1631.5454545454545,0.1952989387538925,0.2023834665777814,1596.1666666666667,0.1892986756512464,2.0,3.0,23,14,9,16,14,0
Kolkata Knight Riders,Kings XI Punjab,M Chinnaswamy Stadium,1620.090909090909,1623.5454545454545,0.1946068011046121,0.1863169307522852,1608.4,0.1582896748737528,5.0,3.0,27,18,9,21,12,1
Kolkata Knight Riders,Mumbai Indians,Eden Gardens,1629.3,1633.6363636363635,0.1961046450751997,0.1961106110597503,1603.75,0.1730083078779054,5.0,4.0,34,11,23,11,23,1
Chennai Super Kings,Delhi Capitals,MA Chidambaram Stadium,1638.2727272727273,1607.7272727272727,0.2144621386777025,0.1831093339256074,1567.3333333333333,0.1352286354596651,2.0,0.0,18,12,6,19,11,1
Kings XI Punjab,Rajasthan Royals,Maharashtra Cricket Association Stadium,1613.1818181818182,1573.2727272727273,0.1827791323079066,0.1915106130601307,1581.4,0.1529087741326723,3.0,1.0,21,9,12,12,16,0
Chennai Super Kings,Sunrisers Hyderabad,MA Chidambaram Stadium,1637.3,1609.2727272727273,0.2125714256698302,0.19671611415985,1583.4,0.2051365375194814,3.0,2.0,21,15,6,21,10,1
Kolkata Knight Riders,Royal Challengers Bangalore,Eden Gardens,1623.7272727272727,1606.0,0.1903507461021898,0.1859362352762436,1627.4,0.1944697409312725,5.0,2.0,32,18,14,20,14,0
Delhi Capitals,Rajasthan Royals,Arun Jaitley Stadium,1639.5555555555557,1613.1818181818182,0.1979565342703794,0.1827791323079066,1621.6,0.1551271180643928,0.0,2.0,18,7,11,14,15,0
Mumbai Indians,Kings XI Punjab,Wankhede Stadium,1570.2,1625.4545454545455,0.1854285121899611,0.1707031083179534,1564.75,0.1331873457856432,3.0,2.0,26,14,12,17,15,0
Royal Challengers Bangalore,Sunrisers Hyderabad,M Chinnaswamy Stadium,1606.0,1594.9,0.1859362352762436,0.2076698911150061,1566.0,0.2315007933746211,2.0,2.0,22,10,12,16,19,0
Rajasthan Royals,Mumbai Indians,Narendra Modi Stadium,1609.2727272727273,1610.1,0.1674426894454385,0.1879788245969191,1616.0,0.1612133452260457,2.0,2.0,29,14,15,14,15,1
Kings XI Punjab,Delhi Capitals,Maharashtra Cricket Association Stadium,1579.6363636363635,1610.0,0.1802830762522019,0.1782396161196377,1584.3333333333333,0.1411479982773072,2.0,0.0,22,13,9,17,16,0
Sunrisers Hyderabad,Rajasthan Royals,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1607.090909090909,1613.1818181818182,0.1914027113451474,0.1827791323079066,1621.6,0.1551271180643928,3.0,3.0,20,11,9,13,16,0
Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1646.090909090909,1638.2727272727273,0.1895763538306281,0.2144621386777025,1611.6,0.1980844567176128,1.0,4.0,37,20,17,20,17,0
Sunrisers Hyderabad,Delhi Capitals,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1613.4,1601.8181818181818,0.1840048833088154,0.1928093775349917,1598.6,0.1909468174290089,2.0,1.0,12,8,4,17,18,0
Kings XI Punjab,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,1569.5454545454545,1629.090909090909,0.1714310306592777,0.1901915631774571,1608.4,0.1582896748737528,2.0,4.0,27,9,18,12,21,0
Rajasthan Royals,Chennai Super Kings,Narendra Modi Stadium,1638.2727272727273,1602.6,0.2144621386777025,0.1739547559316814,1619.25,0.1445656177733917,4.0,4.0,29,13,16,13,16,1
Royal Challengers Bangalore,Mumbai Indians,M Chinnaswamy Stadium,1635.909090909091,1614.090909090909,0.1977745344761805,0.2000701502798008,1605.1666666666667,0.1928338792942435,1.0,0.0,32,14,18,14,19,0
Delhi Capitals,Kolkata Knight Riders,Arun Jaitley Stadium,1610.0,1629.090909090909,0.1782396161196377,0.1901915631774571,1608.4,0.1582896748737528,2.0,4.0,21,8,13,15,18,0
Rajasthan Royals,Kings XI Punjab,Narendra Modi Stadium,1625.3636363636365,1578.3636363636365,0.1722048554774248,0.1932264541763945,1579.0,0.1803632542180825,5.0,1.0,21,12,9,16,12,0
Sunrisers Hyderabad,Kolkata Knight Riders,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1612.7272727272727,1620.4545454545455,0.2026787200407841,0.1967741980399131,1603.75,0.1730083078779054,1.0,4.0,28,9,19,11,26,1
Royal Challengers Bangalore,Chennai Super Kings,M Chinnaswamy Stadium,1638.2727272727273,1610.909090909091,0.2144621386777025,0.2069657182829179,1594.5,0.1699826841448043,1.0,3.0,30,10,20,11,21,0
Delhi Capitals,Mumbai Indians,Arun Jaitley Stadium,1615.8181818181818,1635.909090909091,0.1839566034109716,0.1977745344761805,1606.2,0.1607081353785176,2.0,1.0,22,11,11,16,19,1
Rajasthan Royals,Royal Challengers Bangalore,Narendra Modi Stadium,1616.3636363636365,1647.0,0.1809608776826551,0.2470996651768486,1674.3333333333333,0.2400235083905059,4.0,1.0,29,12,15,14,15,0
Mumbai Indians,Sunrisers Hyderabad,Wankhede Stadium,1658.1818181818182,1604.6363636363635,0.1968820520117241,0.1983213679547678,1583.2,0.1780018486768502,1.0,2.0,23,13,10,19,14,1
Chennai Super Kings,Kings XI Punjab,MA Chidambaram Stadium,1637.3,1566.090909090909,0.2125714256698302,0.2009714915087017,1574.8333333333333,0.168880510820692,4.0,2.0,23,14,9,16,14,1
Delhi Capitals,Royal Challengers Bangalore,Arun Jaitley Stadium,1615.8181818181818,1640.857142857143,0.1839566034109716,0.2349114830547196,1654.0,0.23624879024598,3.0,2.0,21,6,14,11,19,0
Kings XI Punjab,Sunrisers Hyderabad,Punjab Cricket Association Stadium,1604.0,1568.1818181818182,0.1770187017881627,0.1836380994341765,1567.0,0.1576864428319317,2.0,2.0,16,5,11,14,19,0
Chennai Super Kings,Kolkata Knight Riders,MA Chidambaram Stadium,1638.2727272727273,1614.0,0.2144621386777025,0.1865692431964344,1608.4,0.1582896748737528,4.0,3.0,29,19,10,19,10,1
Royal Challengers Bangalore,Rajasthan Royals,M Chinnaswamy Stadium,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,29,15,12,15,14,0
Kolkata Knight Riders,Chennai Super Kings,Eden Gardens,1611.2727272727273,1612.7,0.2041459565605338,0.1952846532303635,1603.75,0.1730083078779054,2.0,4.0,29,10,19,10,19,1
Delhi Capitals,Kings XI Punjab,Arun Jaitley Stadium,1578.1818181818182,1629.5555555555557,0.1841328972859561,0.2019732376142272,1598.0,0.1520950472660224,3.0,1.0,22,9,13,16,17,1
Mumbai Indians,Rajasthan Royals,Wankhede Stadium,1658.1818181818182,1581.3636363636365,0.1968820520117241,0.1727425055408692,1621.6,0.1551271180643928,2.0,2.5,29,15,14,15,14,1
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,1620.2,1634.6666666666667,0.1893928016874164,0.2261803961816088,1641.75,0.2039978085837358,2.5,3.0,32,14,18,14,20,1
Sunrisers Hyderabad,Chennai Super Kings,Rajiv Gandhi International Stadium,1614.3636363636365,1611.2727272727273,0.1755582776468612,0.2041459565605338,1611.6,0.1980844567176128,2.0,3.0,21,6,15,10,21,1
Kings XI Punjab,Mumbai Indians,Punjab Cricket Association Stadium,1669.5,1573.2727272727273,0.2102516979018372,0.1915106130601307,1581.4,0.1529087741326723,1.0,3.0,26,12,14,15,17,0
Rajasthan Royals,Delhi Capitals,Brabourne Stadium,1597.125,1591.5454545454545,0.1844813296481011,0.168152801797345,1576.6666666666667,0.141343885386514,1.5,3.0,18,11,7,15,14,1
Chennai Super Kings,Royal Challengers Bangalore,MA Chidambaram Stadium,1630.5454545454545,1613.909090909091,0.2109989824332965,0.1916940906063332,1600.0,0.1419847000710657,3.0,3.5,30,20,10,21,11,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,1603.3636363636365,1618.5454545454545,0.1805339938176908,0.1825378166649354,1588.6,0.1498497631130051,2.0,3.0,28,19,9,26,11,1
Mumbai Indians,Delhi Capitals,Wankhede Stadium,1612.1818181818182,1664.3636363636365,0.1870402056166399,0.2050016451019479,1621.5,0.1850887709454987,4.0,2.0,22,11,11,19,16,1
Royal Challengers Bangalore,Kings XI Punjab,M Chinnaswamy Stadium,1617.9,1569.0,0.2276652375958936,0.1854047577935341,1572.0,0.1394758925461599,3.5,1.0,26,12,14,16,17,1
Kolkata Knight Riders,Delhi Capitals,Eden Gardens,1614.6363636363635,1607.090909090909,0.1955693421945322,0.1811572954248132,1595.8333333333333,0.1393357315013034,2.0,2.0,21,13,8,18,15,1
Rajasthan Royals,Sunrisers Hyderabad,Brabourne Stadium,1620.5,1616.3636363636365,0.1829223306369903,0.1809608776826551,1621.6,0.1551271180643928,1.5,3.0,20,9,11,16,13,0
Chennai Super Kings,Mumbai Indians,MA Chidambaram Stadium,1623.1818181818182,1640.5454545454545,0.2153192517787842,0.1959566484626203,1621.5,0.1850887709454987,3.0,4.0,37,17,20,17,20,0
Kolkata Knight Riders,Kings XI Punjab,Eden Gardens,1562.8181818181818,1614.6363636363635,0.1704769435817281,0.1955693421945322,1603.75,0.1730083078779054,3.0,0.0,27,18,9,21,12,1
Delhi Capitals,Sunrisers Hyderabad,Shaheed Veer Narayan Singh International Stadium,1610.9,1633.0,0.1846683186210374,0.1900480678433972,1620.8333333333333,0.1538020055107203,1.0,3.0,12,4,8,18,17,0
Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,1630.875,1647.4545454545455,0.2514469227970768,0.2083682343429323,1621.5,0.1850887709454987,5.0,3.5,32,18,14,19,14,0
Chennai Super Kings,Rajasthan Royals,MA Chidambaram Stadium,1624.8,1603.2727272727273,0.2140438855499205,0.1856521797918303,1621.6,0.1551271180643928,2.0,1.5,29,16,13,16,13,1
Sunrisers Hyderabad,Kings XI Punjab,Rajiv Gandhi International Stadium,1637.5454545454545,1562.8181818181818,0.1992841748209658,0.1704769435817281,1569.6666666666667,0.1309430412140974,4.0,0.0,16,11,5,19,14,1
Delhi Capitals,Chennai Super Kings,Shaheed Veer Narayan Singh International Stadium,1621.0,1615.3,0.2067867602790126,0.1697027616630823,1639.0,0.160209953236244,1.0,2.0,18,6,12,11,19,1
Kings XI Punjab,Royal Challengers Bangalore,Punjab Cricket Association Stadium,1574.4545454545455,1611.1818181818182,0.1718684465077584,0.2156884622838511,1616.5,0.1801780379862109,0.0,3.5,26,14,12,17,16,1
Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,1664.3636363636365,1633.6363636363635,0.2050016451019479,0.1961106110597503,1603.75,0.1730083078779054,4.0,4.0,34,23,11,23,11,1
Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1615.375,1602.909090909091,0.2081401979875933,0.2130403206209587,1616.5,0.1801780379862109,4.0,3.0,22,12,10,19,16,0
Kings XI Punjab,Chennai Super Kings,Punjab Cricket Association Stadium,1574.4545454545455,1636.909090909091,0.1718684465077584,0.2117271238887677,1647.8,0.2047652177360875,1.0,2.0,23,9,14,14,16,0
Rajasthan Royals,Kolkata Knight Riders,Brabourne Stadium,1615.5,1623.090909090909,0.1877950709209699,0.1919263006360286,1603.75,0.1730083078779054,1.5,3.0,28,14,14,14,14,1
Sunrisers Hyderabad,Mumbai Indians,Rajiv Gandhi International Stadium,1613.6363636363635,1669.2,0.1956454230712527,0.2103380545056978,1623.3333333333333,0.1962391775725154,3.0,4.0,23,10,13,14,19,0
Royal Challengers Bangalore,Delhi Capitals,M Chinnaswamy Stadium,1605.2222222222222,1605.857142857143,0.1634703340344302,0.2478389827721772,1654.0,0.23624879024598,3.0,1.0,21,14,6,19,11,0
Chennai Super Kings,Mumbai Indians,Wankhede Stadium,1664.3636363636365,1641.1818181818182,0.2050016451019479,0.2204724896412171,1651.2,0.2094215800149652,3.0,4.0,37,17,20,17,20,0
Royal Challengers Bangalore,Rajasthan Royals,Maharashtra Cricket Association Stadium,1611.1818181818182,1592.909090909091,0.2156884622838511,0.1787672413728876,1621.6,0.1551271180643928,3.5,2.0,29,15,12,15,14,1
Chennai Super Kings,Royal Challengers Bangalore,JSCA International Stadium Complex,1611.1818181818182,1641.1818181818182,0.2156884622838511,0.2204724896412171,1651.2,0.2094215800149652,2.0,3.5,30,20,10,21,11,1
Mumbai Indians,Chennai Super Kings,Eden Gardens,1663.6,1641.1818181818182,0.2075301804476564,0.2204724896412171,1651.2,0.2094215800149652,4.0,3.0,37,20,17,20,17,1
Mumbai Indians,Pune Warriors,Wankhede Stadium,1634.090909090909,1586.0,0.214737743881085,0.2023138527285803,1589.3333333333333,0.2045388080532492,4.0,0.0,2,1,1,7,5,0
Kolkata Knight Riders,Delhi Capitals,Eden Gardens,1629.2727272727273,1587.0,0.2047184916755097,0.1909390309360465,1579.0,0.1449992732817338,3.0,1.5,21,13,8,18,15,1
Kings XI Punjab,Gujarat Titans,Punjab Cricket Association Stadium,1605.5454545454545,1588.3636363636365,0.1796535173629957,0.1879244553139986,1596.2,0.1752949427375785,1.0,0.0,4,2,2,4,5,0
Royal Challengers Bangalore,Sunrisers Hyderabad,M Chinnaswamy Stadium,1587.0,1623.3636363636365,0.1980501844672496,0.1861667842558489,1594.0,0.1584460974726101,2.5,3.0,22,10,12,16,19,1
Kolkata Knight Riders,Mumbai Indians,Eden Gardens,1601.8181818181818,1626.1,0.1846529268860982,0.2012971836260716,1620.6666666666667,0.1851767336333059,3.0,4.0,34,11,23,11,23,0
Gujarat Titans,Pune Warriors,Saurashtra Cricket Association Stadium,1588.3636363636365,1636.4444444444443,0.1977489284912107,0.1975864995483224,1605.6666666666667,0.1741137204418933,1.0,1.0,2,2,0,3,1,1
Delhi Capitals,Kings XI Punjab,Arun Jaitley Stadium,1592.3636363636365,1634.2222222222222,0.190241107671893,0.2062572175313947,1697.6666666666667,0.1955694649605471,1.5,1.0,22,9,13,16,17,1
